epoch,input_type,metric_name,layer,value
0,train,loss,,4.7265625
0,test,loss,,4.7265625
0,train,accuracy,,0.008745594881474972
0,test,accuracy,,0.009397024288773537
0,general,weights_l2,layers.0.weight,8.174203872680664
0,general,weights_l2,layers.1.weight,8.174810409545898
0,general,weights_l2,layers.2.weight,6.123376846313477
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,0.337890625
1,test,loss,,8.3359375
1,train,accuracy,,0.9975199103355408
1,test,accuracy,,0.008222396485507488
1,general,weights_l2,layers.0.weight,47.01310729980469
1,general,weights_l2,layers.1.weight,49.60562515258789
1,general,weights_l2,layers.2.weight,41.638832092285156
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,0.0035858154296875
2,test,loss,,9.8515625
2,train,accuracy,,1.0
2,test,accuracy,,0.040524668991565704
2,general,weights_l2,layers.0.weight,56.8132209777832
2,general,weights_l2,layers.1.weight,61.59418487548828
2,general,weights_l2,layers.2.weight,51.105796813964844
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.02467040903866291
3,train,loss,,0.00433349609375
3,test,loss,,13.1640625
3,train,accuracy,,1.0
3,test,accuracy,,0.04581049457192421
3,general,weights_l2,layers.0.weight,83.30401611328125
3,general,weights_l2,layers.1.weight,88.66781616210938
3,general,weights_l2,layers.2.weight,63.29214096069336
3,train,zero_terms,,0.0002610625244746117
3,train,softmax_collapse,,0.1367967575788498
4,train,loss,,0.0003440380096435547
4,test,loss,,11.890625
4,train,accuracy,,1.0
4,test,accuracy,,0.09103367477655411
4,general,weights_l2,layers.0.weight,98.74179077148438
4,general,weights_l2,layers.1.weight,101.54454040527344
4,general,weights_l2,layers.2.weight,64.90531158447266
4,train,zero_terms,,0.0032632815559326457
4,train,softmax_collapse,,0.762302577495575
5,train,loss,,0.00022745132446289062
5,test,loss,,12.1640625
5,train,accuracy,,1.0
5,test,accuracy,,0.11393892019987106
5,general,weights_l2,layers.0.weight,113.89295959472656
5,general,weights_l2,layers.1.weight,115.03108978271484
5,general,weights_l2,layers.2.weight,66.00183868408203
5,train,zero_terms,,0.006918156898577209
5,train,softmax_collapse,,0.8739067912101746
6,train,loss,,6.008148193359375e-05
6,test,loss,,11.65625
6,train,accuracy,,1.0
6,test,accuracy,,0.14212998747825623
6,general,weights_l2,layers.0.weight,119.69121551513672
6,general,weights_l2,layers.1.weight,119.2730484008789
6,general,weights_l2,layers.2.weight,66.30545806884766
6,train,zero_terms,,0.014880563895052865
6,train,softmax_collapse,,0.990993320941925
7,train,loss,,4.291534423828125e-05
7,test,loss,,11.640625
7,train,accuracy,,1.0
7,test,accuracy,,0.1429130733013153
7,general,weights_l2,layers.0.weight,119.70207214355469
7,general,weights_l2,layers.1.weight,119.2754135131836
7,general,weights_l2,layers.2.weight,66.30570220947266
7,train,zero_terms,,0.0156637514684767
7,train,softmax_collapse,,0.9985641241073608
8,train,loss,,4.70280647277832e-05
8,test,loss,,11.6796875
8,train,accuracy,,1.0
8,test,accuracy,,0.14271730184555054
8,general,weights_l2,layers.0.weight,120.5328598022461
8,general,weights_l2,layers.1.weight,119.46664428710938
8,general,weights_l2,layers.2.weight,66.318359375
8,train,zero_terms,,0.013836313797154418
8,train,softmax_collapse,,0.9951703548431396
9,train,loss,,2.8431415557861328e-05
9,test,loss,,11.3984375
9,train,accuracy,,1.0
9,test,accuracy,,0.1515270173549652
9,general,weights_l2,layers.0.weight,120.73057556152344
9,general,weights_l2,layers.1.weight,119.50690460205078
9,general,weights_l2,layers.2.weight,66.33486938476562
9,train,zero_terms,,0.018274376713222816
9,train,softmax_collapse,,0.9997389316558838
10,train,loss,,2.6702880859375e-05
10,test,loss,,11.40625
10,train,accuracy,,1.0
10,test,accuracy,,0.15113547444343567
10,general,weights_l2,layers.0.weight,120.72989654541016
10,general,weights_l2,layers.1.weight,119.50676727294922
10,general,weights_l2,layers.2.weight,66.33487701416016
10,train,zero_terms,,0.018404907975460124
10,train,softmax_collapse,,1.0
11,train,loss,,2.6702880859375e-05
11,test,loss,,11.40625
11,train,accuracy,,1.0
11,test,accuracy,,0.15113547444343567
11,general,weights_l2,layers.0.weight,120.72989654541016
11,general,weights_l2,layers.1.weight,119.50676727294922
11,general,weights_l2,layers.2.weight,66.33487701416016
11,train,zero_terms,,0.018404907975460124
11,train,softmax_collapse,,1.0
12,train,loss,,2.6702880859375e-05
12,test,loss,,11.40625
12,train,accuracy,,1.0
12,test,accuracy,,0.15113547444343567
12,general,weights_l2,layers.0.weight,120.72989654541016
12,general,weights_l2,layers.1.weight,119.50676727294922
12,general,weights_l2,layers.2.weight,66.33487701416016
12,train,zero_terms,,0.018404907975460124
12,train,softmax_collapse,,1.0
13,train,loss,,2.6702880859375e-05
13,test,loss,,11.40625
13,train,accuracy,,1.0
13,test,accuracy,,0.15113547444343567
13,general,weights_l2,layers.0.weight,120.72989654541016
13,general,weights_l2,layers.1.weight,119.50676727294922
13,general,weights_l2,layers.2.weight,66.33487701416016
13,train,zero_terms,,0.018404907975460124
13,train,softmax_collapse,,1.0
14,train,loss,,2.6702880859375e-05
14,test,loss,,11.40625
14,train,accuracy,,1.0
14,test,accuracy,,0.15113547444343567
14,general,weights_l2,layers.0.weight,120.72989654541016
14,general,weights_l2,layers.1.weight,119.50676727294922
14,general,weights_l2,layers.2.weight,66.33487701416016
14,train,zero_terms,,0.018404907975460124
14,train,softmax_collapse,,1.0
15,train,loss,,2.6702880859375e-05
15,test,loss,,11.40625
15,train,accuracy,,1.0
15,test,accuracy,,0.15113547444343567
15,general,weights_l2,layers.0.weight,120.72989654541016
15,general,weights_l2,layers.1.weight,119.50676727294922
15,general,weights_l2,layers.2.weight,66.33487701416016
15,train,zero_terms,,0.018404907975460124
15,train,softmax_collapse,,1.0
16,train,loss,,2.6702880859375e-05
16,test,loss,,11.40625
16,train,accuracy,,1.0
16,test,accuracy,,0.15113547444343567
16,general,weights_l2,layers.0.weight,120.72989654541016
16,general,weights_l2,layers.1.weight,119.50676727294922
16,general,weights_l2,layers.2.weight,66.33487701416016
16,train,zero_terms,,0.018404907975460124
16,train,softmax_collapse,,1.0
17,train,loss,,2.6702880859375e-05
17,test,loss,,11.40625
17,train,accuracy,,1.0
17,test,accuracy,,0.15113547444343567
17,general,weights_l2,layers.0.weight,120.72989654541016
17,general,weights_l2,layers.1.weight,119.50676727294922
17,general,weights_l2,layers.2.weight,66.33487701416016
17,train,zero_terms,,0.018404907975460124
17,train,softmax_collapse,,1.0
18,train,loss,,2.6702880859375e-05
18,test,loss,,11.40625
18,train,accuracy,,1.0
18,test,accuracy,,0.15113547444343567
18,general,weights_l2,layers.0.weight,120.72989654541016
18,general,weights_l2,layers.1.weight,119.50676727294922
18,general,weights_l2,layers.2.weight,66.33487701416016
18,train,zero_terms,,0.018404907975460124
18,train,softmax_collapse,,1.0
19,train,loss,,2.6702880859375e-05
19,test,loss,,11.40625
19,train,accuracy,,1.0
19,test,accuracy,,0.15113547444343567
19,general,weights_l2,layers.0.weight,120.72989654541016
19,general,weights_l2,layers.1.weight,119.50676727294922
19,general,weights_l2,layers.2.weight,66.33487701416016
19,train,zero_terms,,0.018404907975460124
19,train,softmax_collapse,,1.0
20,train,loss,,2.6702880859375e-05
20,test,loss,,11.40625
20,train,accuracy,,1.0
20,test,accuracy,,0.15113547444343567
20,general,weights_l2,layers.0.weight,120.72989654541016
20,general,weights_l2,layers.1.weight,119.50676727294922
20,general,weights_l2,layers.2.weight,66.33487701416016
20,train,zero_terms,,0.018404907975460124
20,train,softmax_collapse,,1.0
21,train,loss,,2.6702880859375e-05
21,test,loss,,11.40625
21,train,accuracy,,1.0
21,test,accuracy,,0.15113547444343567
21,general,weights_l2,layers.0.weight,120.72989654541016
21,general,weights_l2,layers.1.weight,119.50676727294922
