epoch,input_type,metric_name,layer,value
0,train,loss,,4.718592166900635
0,test,loss,,4.731817245483398
0,train,accuracy,,0.01781868003308773
0,test,accuracy,,0.006264682859182358
0,general,weights_l2,layers.0.weight,8.435774803161621
0,general,weights_l2,layers.1.weight,8.413025856018066
0,general,weights_l2,layers.2.weight,6.320567607879639
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,3.837106261390553e-15
1,test,loss,,67.86199951171875
1,train,accuracy,,1.0
1,test,accuracy,,0.001174628036096692
1,general,weights_l2,layers.0.weight,118.00791931152344
1,general,weights_l2,layers.1.weight,95.03324127197266
1,general,weights_l2,layers.2.weight,58.78746795654297
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0001958096690941602
2,train,loss,,2.513930903724759e-13
2,test,loss,,81.48446655273438
2,train,accuracy,,1.0
2,test,accuracy,,0.0016966848634183407
2,general,weights_l2,layers.0.weight,136.91099548339844
2,general,weights_l2,layers.1.weight,104.90596771240234
2,general,weights_l2,layers.2.weight,66.0511703491211
2,train,zero_terms,,0.27667906794595654
2,train,softmax_collapse,,0.27530840039253235
3,train,loss,,8.688832986436523e-11
3,test,loss,,93.24903106689453
3,train,accuracy,,1.0
3,test,accuracy,,0.001957713393494487
3,general,weights_l2,layers.0.weight,151.15000915527344
3,general,weights_l2,layers.1.weight,110.18230438232422
3,general,weights_l2,layers.2.weight,67.5281753540039
3,train,zero_terms,,0.44155081261014295
3,train,softmax_collapse,,0.4415507912635803
4,train,loss,,5.92937290377904e-08
4,test,loss,,107.84258270263672
4,train,accuracy,,1.0
4,test,accuracy,,0.0033933697268366814
4,general,weights_l2,layers.0.weight,167.41651916503906
4,general,weights_l2,layers.1.weight,116.8328628540039
4,general,weights_l2,layers.2.weight,69.12704467773438
4,train,zero_terms,,0.5901703544155081
4,train,softmax_collapse,,0.5903661251068115
5,train,loss,,1.3043544313601145e-18
5,test,loss,,104.56682586669922
5,train,accuracy,,1.0
5,test,accuracy,,0.002349256072193384
5,general,weights_l2,layers.0.weight,167.7277374267578
5,general,weights_l2,layers.1.weight,117.06228637695312
5,general,weights_l2,layers.2.weight,69.20140838623047
5,train,zero_terms,,0.9941257098100647
5,train,softmax_collapse,,0.9882513880729675
6,train,loss,,1.0767098272538612e-14
6,test,loss,,118.66461181640625
6,train,accuracy,,1.0
6,test,accuracy,,0.0026102843694388866
6,general,weights_l2,layers.0.weight,180.0594940185547
6,general,weights_l2,layers.1.weight,121.10414123535156
6,general,weights_l2,layers.2.weight,69.98700714111328
6,train,zero_terms,,0.7593499118856472
6,train,softmax_collapse,,0.7595456838607788
7,train,loss,,2.5480376489306344e-11
7,test,loss,,122.60542297363281
7,train,accuracy,,1.0
7,test,accuracy,,0.001957713393494487
7,general,weights_l2,layers.0.weight,187.101806640625
