epoch,input_type,metric_name,layer,value
0,train,loss,,4.7265625
0,test,loss,,4.7265625
0,train,accuracy,,0.008503020741045475
0,test,accuracy,,0.00965805258601904
0,general,weights_l2,layers.0.weight,8.173531532287598
0,general,weights_l2,layers.1.weight,8.173983573913574
0,general,weights_l2,layers.2.weight,6.122833728790283
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,0.2208251953125
1,test,loss,,5.28515625
1,train,accuracy,,0.9996643662452698
1,test,accuracy,,0.061080656945705414
1,general,weights_l2,layers.0.weight,46.92433166503906
1,general,weights_l2,layers.1.weight,48.58006286621094
1,general,weights_l2,layers.2.weight,40.87232971191406
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,0.0026988983154296875
2,test,loss,,4.328125
2,train,accuracy,,1.0
2,test,accuracy,,0.22709473967552185
2,general,weights_l2,layers.0.weight,55.62748336791992
2,general,weights_l2,layers.1.weight,59.02878952026367
2,general,weights_l2,layers.2.weight,48.92081832885742
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.07026180624961853
3,train,loss,,0.000812530517578125
3,test,loss,,4.65625
3,train,accuracy,,1.0
3,test,accuracy,,0.2960062623023987
3,general,weights_l2,layers.0.weight,78.52969360351562
3,general,weights_l2,layers.1.weight,83.31820678710938
3,general,weights_l2,layers.2.weight,61.18265151977539
3,train,zero_terms,,0.0010069366748713358
3,train,softmax_collapse,,0.43980756402015686
4,train,loss,,0.00014197826385498047
4,test,loss,,3.775390625
4,train,accuracy,,1.0
4,test,accuracy,,0.41085878014564514
4,general,weights_l2,layers.0.weight,92.37654113769531
4,general,weights_l2,layers.1.weight,98.44292449951172
4,general,weights_l2,layers.2.weight,63.490013122558594
4,train,zero_terms,,0.007496084135153278
4,train,softmax_collapse,,0.9478630423545837
5,train,loss,,0.0035572052001953125
5,test,loss,,4.1328125
5,train,accuracy,,0.9998881220817566
5,test,accuracy,,0.4186896085739136
5,general,weights_l2,layers.0.weight,96.47095489501953
5,general,weights_l2,layers.1.weight,105.06785583496094
5,general,weights_l2,layers.2.weight,63.977291107177734
5,train,zero_terms,,0.024502125755202508
5,train,softmax_collapse,,0.7569926381111145
6,train,loss,,3.17692756652832e-05
6,test,loss,,3.17578125
6,train,accuracy,,1.0
6,test,accuracy,,0.4925606846809387
6,general,weights_l2,layers.0.weight,95.96412658691406
6,general,weights_l2,layers.1.weight,104.9288330078125
6,general,weights_l2,layers.2.weight,63.97351837158203
6,train,zero_terms,,0.021145670172298053
6,train,softmax_collapse,,1.0
7,train,loss,,2.1576881408691406e-05
7,test,loss,,2.982421875
7,train,accuracy,,1.0
7,test,accuracy,,0.5095275044441223
7,general,weights_l2,layers.0.weight,95.1651840209961
7,general,weights_l2,layers.1.weight,104.70598602294922
7,general,weights_l2,layers.2.weight,63.95987319946289
7,train,zero_terms,,0.02852987245468785
7,train,softmax_collapse,,1.0
8,train,loss,,2.1517276763916016e-05
8,test,loss,,2.98046875
8,train,accuracy,,1.0
8,test,accuracy,,0.5095275044441223
8,general,weights_l2,layers.0.weight,95.1651840209961
8,general,weights_l2,layers.1.weight,104.70597839355469
8,general,weights_l2,layers.2.weight,63.95985794067383
8,train,zero_terms,,0.02852987245468785
8,train,softmax_collapse,,1.0
9,train,loss,,2.1517276763916016e-05
9,test,loss,,2.98046875
9,train,accuracy,,1.0
9,test,accuracy,,0.5095275044441223
9,general,weights_l2,layers.0.weight,95.1651840209961
9,general,weights_l2,layers.1.weight,104.70597839355469
9,general,weights_l2,layers.2.weight,63.95985794067383
9,train,zero_terms,,0.02852987245468785
9,train,softmax_collapse,,1.0
10,train,loss,,2.1517276763916016e-05
10,test,loss,,2.98046875
10,train,accuracy,,1.0
10,test,accuracy,,0.5095275044441223
10,general,weights_l2,layers.0.weight,95.1651840209961
10,general,weights_l2,layers.1.weight,104.70597839355469
10,general,weights_l2,layers.2.weight,63.95985794067383
10,train,zero_terms,,0.02852987245468785
10,train,softmax_collapse,,1.0
11,train,loss,,2.1517276763916016e-05
11,test,loss,,2.98046875
11,train,accuracy,,1.0
11,test,accuracy,,0.5095275044441223
11,general,weights_l2,layers.0.weight,95.1651840209961
11,general,weights_l2,layers.1.weight,104.70597839355469
11,general,weights_l2,layers.2.weight,63.95985794067383
11,train,zero_terms,,0.02852987245468785
11,train,softmax_collapse,,1.0
12,train,loss,,2.1517276763916016e-05
12,test,loss,,2.98046875
12,train,accuracy,,1.0
12,test,accuracy,,0.5095275044441223
12,general,weights_l2,layers.0.weight,95.1651840209961
12,general,weights_l2,layers.1.weight,104.70597839355469
12,general,weights_l2,layers.2.weight,63.95985794067383
12,train,zero_terms,,0.02852987245468785
12,train,softmax_collapse,,1.0
13,train,loss,,2.1517276763916016e-05
13,test,loss,,2.98046875
13,train,accuracy,,1.0
13,test,accuracy,,0.5095275044441223
13,general,weights_l2,layers.0.weight,95.1651840209961
13,general,weights_l2,layers.1.weight,104.70597839355469
13,general,weights_l2,layers.2.weight,63.95985794067383
13,train,zero_terms,,0.02852987245468785
13,train,softmax_collapse,,1.0
14,train,loss,,2.1517276763916016e-05
14,test,loss,,2.98046875
14,train,accuracy,,1.0
14,test,accuracy,,0.5095275044441223
14,general,weights_l2,layers.0.weight,95.1651840209961
14,general,weights_l2,layers.1.weight,104.70597839355469
14,general,weights_l2,layers.2.weight,63.95985794067383
14,train,zero_terms,,0.02852987245468785
14,train,softmax_collapse,,1.0
15,train,loss,,2.1517276763916016e-05
15,test,loss,,2.98046875
15,train,accuracy,,1.0
15,test,accuracy,,0.5095275044441223
15,general,weights_l2,layers.0.weight,95.1651840209961
15,general,weights_l2,layers.1.weight,104.70597839355469
15,general,weights_l2,layers.2.weight,63.95985794067383
15,train,zero_terms,,0.02852987245468785
15,train,softmax_collapse,,1.0
16,train,loss,,2.1517276763916016e-05
16,test,loss,,2.98046875
16,train,accuracy,,1.0
16,test,accuracy,,0.5095275044441223
16,general,weights_l2,layers.0.weight,95.1651840209961
16,general,weights_l2,layers.1.weight,104.70597839355469
16,general,weights_l2,layers.2.weight,63.95985794067383
16,train,zero_terms,,0.02852987245468785
16,train,softmax_collapse,,1.0
17,train,loss,,2.1517276763916016e-05
17,test,loss,,2.98046875
17,train,accuracy,,1.0
17,test,accuracy,,0.5095275044441223
17,general,weights_l2,layers.0.weight,95.1651840209961
17,general,weights_l2,layers.1.weight,104.70597839355469
17,general,weights_l2,layers.2.weight,63.95985794067383
17,train,zero_terms,,0.02852987245468785
17,train,softmax_collapse,,1.0
18,train,loss,,2.1517276763916016e-05
18,test,loss,,2.98046875
18,train,accuracy,,1.0
18,test,accuracy,,0.5095275044441223
18,general,weights_l2,layers.0.weight,95.1651840209961
18,general,weights_l2,layers.1.weight,104.70597839355469
18,general,weights_l2,layers.2.weight,63.95985794067383
18,train,zero_terms,,0.02852987245468785
18,train,softmax_collapse,,1.0
19,train,loss,,2.1517276763916016e-05
19,test,loss,,2.98046875
19,train,accuracy,,1.0
19,test,accuracy,,0.5095275044441223
19,general,weights_l2,layers.0.weight,95.1651840209961
19,general,weights_l2,layers.1.weight,104.70597839355469
19,general,weights_l2,layers.2.weight,63.95985794067383
19,train,zero_terms,,0.02852987245468785
19,train,softmax_collapse,,1.0
20,train,loss,,2.1517276763916016e-05
20,test,loss,,2.98046875
20,train,accuracy,,1.0
20,test,accuracy,,0.5095275044441223
20,general,weights_l2,layers.0.weight,95.1651840209961
20,general,weights_l2,layers.1.weight,104.70597839355469
20,general,weights_l2,layers.2.weight,63.95985794067383
20,train,zero_terms,,0.02852987245468785
20,train,softmax_collapse,,1.0
21,train,loss,,2.1517276763916016e-05
21,test,loss,,2.98046875
21,train,accuracy,,1.0
21,test,accuracy,,0.5095275044441223
21,general,weights_l2,layers.0.weight,95.1651840209961
