epoch,input_type,metric_name,layer,value
0,train,loss,,4.722301959991455
0,test,loss,,4.729563236236572
0,train,accuracy,,0.019776776432991028
0,test,accuracy,,0.007439310662448406
0,general,weights_l2,layers.0.weight,8.238615036010742
0,general,weights_l2,layers.1.weight,8.234086990356445
0,general,weights_l2,layers.2.weight,6.177063941955566
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,4.10692834854126
1,test,loss,,5.194906711578369
1,train,accuracy,,0.12747208774089813
1,test,accuracy,,0.0
1,general,weights_l2,layers.0.weight,20.107412338256836
1,general,weights_l2,layers.1.weight,19.084026336669922
1,general,weights_l2,layers.2.weight,15.606159210205078
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,2.101020574569702
2,test,loss,,8.214489936828613
2,train,accuracy,,0.5269238352775574
2,test,accuracy,,0.0
2,general,weights_l2,layers.0.weight,36.079803466796875
2,general,weights_l2,layers.1.weight,36.27963638305664
2,general,weights_l2,layers.2.weight,28.794584274291992
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.0
3,train,loss,,0.38481664657592773
3,test,loss,,12.427031517028809
3,train,accuracy,,0.9880555868148804
3,test,accuracy,,0.00013051422138232738
3,general,weights_l2,layers.0.weight,48.937137603759766
3,general,weights_l2,layers.1.weight,48.52310562133789
3,general,weights_l2,layers.2.weight,37.54657745361328
3,train,zero_terms,,0.0
3,train,softmax_collapse,,0.0
4,train,loss,,0.038769517093896866
4,test,loss,,16.776836395263672
4,train,accuracy,,1.0
4,test,accuracy,,0.00026102844276465476
4,general,weights_l2,layers.0.weight,56.96490478515625
4,general,weights_l2,layers.1.weight,55.81427764892578
4,general,weights_l2,layers.2.weight,42.4527473449707
4,train,zero_terms,,0.0
4,train,softmax_collapse,,0.0
5,train,loss,,0.012912547215819359
5,test,loss,,18.754411697387695
5,train,accuracy,,1.0
5,test,accuracy,,0.00026102844276465476
5,general,weights_l2,layers.0.weight,59.841007232666016
5,general,weights_l2,layers.1.weight,58.4913215637207
5,general,weights_l2,layers.2.weight,44.257301330566406
5,train,zero_terms,,0.0
5,train,softmax_collapse,,0.0
6,train,loss,,0.007896280847489834
6,test,loss,,19.61412239074707
6,train,accuracy,,1.0
6,test,accuracy,,0.00026102844276465476
6,general,weights_l2,layers.0.weight,60.95934295654297
6,general,weights_l2,layers.1.weight,59.5732536315918
6,general,weights_l2,layers.2.weight,44.99583435058594
6,train,zero_terms,,0.0
6,train,softmax_collapse,,0.0
7,train,loss,,0.00576181011274457
7,test,loss,,20.165050506591797
7,train,accuracy,,1.0
7,test,accuracy,,0.00026102844276465476
7,general,weights_l2,layers.0.weight,61.637935638427734
7,general,weights_l2,layers.1.weight,60.24614334106445
7,general,weights_l2,layers.2.weight,45.458927154541016
7,train,zero_terms,,0.0
7,train,softmax_collapse,,0.0
8,train,loss,,0.004456010647118092
8,test,loss,,20.6158504486084
8,train,accuracy,,1.0
8,test,accuracy,,0.00026102844276465476
8,general,weights_l2,layers.0.weight,62.18252182006836
8,general,weights_l2,layers.1.weight,60.7901496887207
8,general,weights_l2,layers.2.weight,45.83437728881836
8,train,zero_terms,,0.0
8,train,softmax_collapse,,0.0
9,train,loss,,0.003543104976415634
