epoch,input_type,metric_name,layer,value
0,train,loss,,4.7265625
0,test,loss,,4.7265625
0,train,accuracy,,0.009790483862161636
0,test,accuracy,,0.007439310662448406
0,general,weights_l2,layers.0.weight,8.173852920532227
0,general,weights_l2,layers.1.weight,8.175048828125
0,general,weights_l2,layers.2.weight,6.12448787689209
0,train,zero_terms,,0.0
0,train,softmax_collapse,,0.0
1,train,loss,,0.2073974609375
1,test,loss,,12.0234375
1,train,accuracy,,1.0
1,test,accuracy,,0.0006525710923597217
1,general,weights_l2,layers.0.weight,45.99259567260742
1,general,weights_l2,layers.1.weight,49.13054656982422
1,general,weights_l2,layers.2.weight,40.28265380859375
1,train,zero_terms,,0.0
1,train,softmax_collapse,,0.0
2,train,loss,,0.0035266876220703125
2,test,loss,,19.65625
2,train,accuracy,,1.0
2,test,accuracy,,0.0005220568855293095
2,general,weights_l2,layers.0.weight,55.98074722290039
2,general,weights_l2,layers.1.weight,61.265174865722656
2,general,weights_l2,layers.2.weight,49.98038864135742
2,train,zero_terms,,0.0
2,train,softmax_collapse,,0.003328764345496893
3,train,loss,,0.002666473388671875
3,test,loss,,31.34375
3,train,accuracy,,1.0
3,test,accuracy,,0.00039154267869889736
3,general,weights_l2,layers.0.weight,80.67057800292969
3,general,weights_l2,layers.1.weight,84.58104705810547
3,general,weights_l2,layers.2.weight,62.04264450073242
3,train,zero_terms,,0.00019580967299784609
3,train,softmax_collapse,,0.04895241558551788
4,train,loss,,0.007793426513671875
4,test,loss,,40.375
4,train,accuracy,,1.0
4,test,accuracy,,0.0007830853573977947
4,general,weights_l2,layers.0.weight,116.63021087646484
4,general,weights_l2,layers.1.weight,110.42448425292969
4,general,weights_l2,layers.2.weight,64.91639709472656
4,train,zero_terms,,0.0
4,train,softmax_collapse,,0.03485412150621414
5,train,loss,,0.00885772705078125
5,test,loss,,43.65625
5,train,accuracy,,1.0
5,test,accuracy,,0.0006525710923597217
5,general,weights_l2,layers.0.weight,132.10902404785156
5,general,weights_l2,layers.1.weight,116.6241455078125
5,general,weights_l2,layers.2.weight,65.37754821777344
5,train,zero_terms,,0.0
5,train,softmax_collapse,,0.05326022952795029
6,train,loss,,0.00555419921875
6,test,loss,,45.71875
6,train,accuracy,,1.0
6,test,accuracy,,0.0005220568855293095
6,general,weights_l2,layers.0.weight,140.54669189453125
6,general,weights_l2,layers.1.weight,118.9375991821289
6,general,weights_l2,layers.2.weight,65.54988861083984
6,train,zero_terms,,0.0
6,train,softmax_collapse,,0.12610143423080444
7,train,loss,,0.003170013427734375
7,test,loss,,47.25
7,train,accuracy,,1.0
7,test,accuracy,,0.00039154267869889736
7,general,weights_l2,layers.0.weight,147.19700622558594
7,general,weights_l2,layers.1.weight,120.7279281616211
7,general,weights_l2,layers.2.weight,65.69276428222656
7,train,zero_terms,,0.0
7,train,softmax_collapse,,0.19972586631774902
8,train,loss,,0.0017709732055664062
8,test,loss,,48.4375
8,train,accuracy,,1.0
8,test,accuracy,,0.00039154267869889736
8,general,weights_l2,layers.0.weight,152.57220458984375
8,general,weights_l2,layers.1.weight,122.04869842529297
8,general,weights_l2,layers.2.weight,65.8145523071289
8,train,zero_terms,,0.0
8,train,softmax_collapse,,0.27315449714660645
9,train,loss,,0.0012989044189453125
9,test,loss,,49.75
9,train,accuracy,,1.0
9,test,accuracy,,0.0005220568855293095
9,general,weights_l2,layers.0.weight,158.61386108398438
9,general,weights_l2,layers.1.weight,123.48379516601562
9,general,weights_l2,layers.2.weight,65.93362426757812
9,train,zero_terms,,0.0
9,train,softmax_collapse,,0.3563736081123352
10,train,loss,,0.0017557144165039062
10,test,loss,,50.96875
10,train,accuracy,,1.0
10,test,accuracy,,0.0005220568855293095
10,general,weights_l2,layers.0.weight,164.7344207763672
10,general,weights_l2,layers.1.weight,124.81600952148438
10,general,weights_l2,layers.2.weight,66.03976440429688
10,train,zero_terms,,0.00019580967299784609
10,train,softmax_collapse,,0.39553552865982056
11,train,loss,,0.002506256103515625
11,test,loss,,51.625
11,train,accuracy,,1.0
11,test,accuracy,,0.0006525710923597217
11,general,weights_l2,layers.0.weight,168.50967407226562
11,general,weights_l2,layers.1.weight,125.55995178222656
11,general,weights_l2,layers.2.weight,66.09024047851562
11,train,zero_terms,,0.0
11,train,softmax_collapse,,0.2827491760253906
12,train,loss,,0.0010471343994140625
12,test,loss,,52.28125
12,train,accuracy,,1.0
12,test,accuracy,,0.0005220568855293095
12,general,weights_l2,layers.0.weight,171.3780517578125
12,general,weights_l2,layers.1.weight,126.12423706054688
12,general,weights_l2,layers.2.weight,66.1628189086914
12,train,zero_terms,,0.0
12,train,softmax_collapse,,0.39436066150665283
13,train,loss,,0.0010099411010742188
13,test,loss,,53.09375
13,train,accuracy,,1.0
13,test,accuracy,,0.0005220568855293095
13,general,weights_l2,layers.0.weight,175.25718688964844
13,general,weights_l2,layers.1.weight,126.8212661743164
13,general,weights_l2,layers.2.weight,66.24414825439453
13,train,zero_terms,,0.0
13,train,softmax_collapse,,0.45173290371894836
14,train,loss,,0.171142578125
14,test,loss,,55.0
14,train,accuracy,,0.9616212844848633
14,test,accuracy,,0.0005220568855293095
14,general,weights_l2,layers.0.weight,179.91241455078125
14,general,weights_l2,layers.1.weight,127.68462371826172
14,general,weights_l2,layers.2.weight,66.34555053710938
14,train,zero_terms,,0.0009790483649892304
14,train,softmax_collapse,,0.35911494493484497
15,train,loss,,0.0008492469787597656
15,test,loss,,54.25
15,train,accuracy,,1.0
15,test,accuracy,,0.0006525710923597217
15,general,weights_l2,layers.0.weight,181.1387481689453
15,general,weights_l2,layers.1.weight,127.89906311035156
15,general,weights_l2,layers.2.weight,66.35902404785156
15,train,zero_terms,,0.00019580967299784609
15,train,softmax_collapse,,0.45917367935180664
16,train,loss,,0.0006680488586425781
16,test,loss,,54.78125
16,train,accuracy,,1.0
16,test,accuracy,,0.0005220568855293095
16,general,weights_l2,layers.0.weight,183.33938598632812
16,general,weights_l2,layers.1.weight,128.28738403320312
16,general,weights_l2,layers.2.weight,66.40780639648438
16,train,zero_terms,,0.0
16,train,softmax_collapse,,0.5420011878013611
17,train,loss,,0.0006270408630371094
17,test,loss,,55.3125
17,train,accuracy,,1.0
17,test,accuracy,,0.0006525710923597217
17,general,weights_l2,layers.0.weight,185.11050415039062
17,general,weights_l2,layers.1.weight,128.59588623046875
17,general,weights_l2,layers.2.weight,66.45602416992188
17,train,zero_terms,,0.0
17,train,softmax_collapse,,0.6050518751144409
18,train,loss,,0.0005536079406738281
18,test,loss,,55.8125
18,train,accuracy,,1.0
18,test,accuracy,,0.0006525710923597217
18,general,weights_l2,layers.0.weight,186.78550720214844
18,general,weights_l2,layers.1.weight,128.8891143798828
18,general,weights_l2,layers.2.weight,66.50505065917969
18,train,zero_terms,,0.0
18,train,softmax_collapse,,0.663794755935669
19,train,loss,,0.0017213821411132812
19,test,loss,,56.3125
19,train,accuracy,,1.0
19,test,accuracy,,0.0006525710923597217
19,general,weights_l2,layers.0.weight,187.76744079589844
19,general,weights_l2,layers.1.weight,129.04849243164062
19,general,weights_l2,layers.2.weight,66.53890228271484
19,train,zero_terms,,0.0005874290189935383
19,train,softmax_collapse,,0.6536126732826233
20,train,loss,,0.00038886070251464844
20,test,loss,,56.3125
20,train,accuracy,,1.0
20,test,accuracy,,0.0006525710923597217
20,general,weights_l2,layers.0.weight,188.42100524902344
20,general,weights_l2,layers.1.weight,129.17686462402344
20,general,weights_l2,layers.2.weight,66.54814910888672
20,train,zero_terms,,0.00039161934599569217
20,train,softmax_collapse,,0.7264539003372192
21,train,loss,,0.0002837181091308594
21,test,loss,,56.5625
21,train,accuracy,,1.0
21,test,accuracy,,0.0006525710923597217
21,general,weights_l2,layers.0.weight,188.7783660888672
21,general,weights_l2,layers.1.weight,129.22735595703125
